epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.0330143428984142,0.2889627484189976,1.1051614738646007,0.32617288718015647,0.4904125075032436
1,0.0001,0.9479441103481111,0.4047407590845162,1.0629495666140603,2.0817220399872097e-10,4.163444077325539e-10
2,0.0001,0.9107771146865118,0.4496290593866348,1.0457527751014346,2.0817220399872097e-10,4.163444077325539e-10
3,0.0001,0.889651167960394,0.4629481240496145,1.020020150002979,0.22249652417792123,0.3594431335180938
4,0.0001,0.8596257709321522,0.5065382063021864,0.898799995581309,0.44056201624003744,0.606915913182046
5,0.0001,0.8478867780594599,0.5127106801674591,0.9176495642889113,0.40962745207210205,0.5762016598663059
6,0.0001,0.8387862330391294,0.5211635560322456,0.8865691423416138,0.4414853466949265,0.6095644633226488
7,0.0001,0.8270017192477271,0.5297782464975967,0.9060975086121332,0.44681059652013,0.6132536520883993
8,0.0001,0.8269771734873453,0.5340175539473553,0.993212762333098,0.3195605708769679,0.4816522221048921
9,0.0001,0.8056475321451823,0.5550189003700352,0.8719410442170643,0.5090286518227062,0.6682135806146976
10,0.0001,0.8036343540464129,0.546986297088813,0.8733586016155425,0.47088559826783677,0.6355329158508398
11,0.0001,0.8011947841871352,0.547868158211781,0.8931002758798146,0.42938054847913276,0.5962437939092301
12,0.0001,0.798618305297125,0.5436362821710828,0.8832086409841265,0.4407610863923238,0.6077262990009481
13,0.0001,0.7829576134681702,0.5724622656703042,0.8928174262955075,0.4269148461416237,0.5956753362031116
14,0.0001,0.7825114358039129,0.5589986345807416,0.8559108262970334,0.4722300777960481,0.6377592117223634
15,0.0001,0.7855619078590756,0.5519442685676889,0.881781742686317,0.4436747108909521,0.610742096389776
16,0.0001,0.7732196563766116,0.5602350492337692,0.8823265035947164,0.4314693025513048,0.6017896058680884
17,0.0001,0.7685883896691459,0.5698349129897535,0.8651942695890155,0.4739859236359817,0.6381741853032752
18,0.0001,0.7652666909354073,0.5630780817592647,0.8244014268829709,0.5014696728650131,0.664024665471561
19,0.0001,0.7575036656288874,0.5759015276412762,0.8384192188580831,0.4871900101776185,0.6517312538705217
20,0.0001,0.7494915695417494,0.596294669518104,0.7795089398111615,0.5554270722276373,0.7100408933801281
21,0.0001,0.7482805479140509,0.5822519105116154,0.8195556458972749,0.4948578980374656,0.6575066371752908
22,0.0001,0.7455799778302511,0.578101205805256,0.8323541482289633,0.4645204928076582,0.6306395874883551
23,0.0001,0.7311182703290667,0.6095378482757418,0.8754839641707284,0.4440721420706949,0.6120990821132094
24,0.0001,0.7353897066343398,0.5787262413204135,0.8296004306702387,0.4615360708476726,0.6295954975998983
25,0.0001,0.7197967483883813,0.6191795927083816,0.8294541977700733,0.4842885699447893,0.6470322619907213
26,0.0001,0.7268637106532142,0.5927134640336514,0.8076621237255278,0.48669795506502145,0.6502419035473849
27,0.0001,0.7132937879789443,0.6190156610007583,0.8190468578111558,0.4631382474224559,0.6276444692300792
28,0.0001,0.7193540646916344,0.5916663684527625,0.812278878121149,0.4731861540455055,0.6405809683904299
29,0.0001,0.7070777472995576,0.6074428201910157,0.7794421570641654,0.500111711289487,0.6622330698338655
30,0.0001,0.7003312536648342,0.6174357883273652,0.7799922057560512,0.5211124744614669,0.6818402357450156
31,0.0001,0.6914126504035223,0.6223296320079411,0.8125311022713071,0.4697302013339188,0.6357144733927301
32,0.0001,0.6920133233070374,0.6187833385316116,0.7417566151846022,0.5563663132725886,0.7092761128180455
33,0.0001,0.6816395549547105,0.6305818804642188,0.7828793128331503,0.5116927378243672,0.6713485972907363
34,0.0001,0.6809748042197454,0.6265107742669835,0.8235874232791719,0.4298626909093756,0.5977275504376961
35,0.0001,0.6750710918789818,0.632403108675587,0.8241863790012541,0.43420442638029205,0.6029990547586211
36,0.0001,0.6803699135780334,0.6204269952985738,0.767481213524228,0.544357684484333,0.7027364852678325
37,0.0001,0.6656662906919207,0.6308582282878825,0.7752963701883951,0.5503738150603619,0.7063568205503523
38,0.0001,0.6701930222057161,0.6232318707896065,0.7426804871786208,0.5268470684328487,0.6868394553857629
39,0.0001,0.6508094640005202,0.6673791745220112,0.771672819341932,0.5088564481501697,0.6687878290697641
40,0.0001,0.6546952469008309,0.6313615767596167,0.7749037657465253,0.5009967772273655,0.6605486704693915
41,0.0001,0.6512872576713562,0.635124902110179,0.7259361005964733,0.5400764244009363,0.6972432128329134
42,0.0001,0.6416679876191276,0.6548524673368419,0.7516951220376151,0.5186085555576634,0.6773291184228482
43,0.0001,0.6342559314909435,0.6625925047188735,0.7137221892674764,0.5419158590795655,0.7017011751529497
44,0.0001,0.63748166958491,0.6400143829377029,0.762013106119065,0.5018112281763127,0.661601962169887
45,0.0001,0.6315580308437347,0.6566032547634995,0.7305860576175508,0.5370830637265295,0.6946660291259067
46,0.0001,0.6243588101296198,0.6633441360437443,0.7788269094058445,0.4540113361023162,0.6193222096598129
47,0.0001,0.6296080067044213,0.6472798259599577,0.7733817554655529,0.4865307637454115,0.6517536636812862
48,0.0001,0.622309467622212,0.6597656940535119,0.7024134681338355,0.5570397625753297,0.7101559784416167
49,0.0001,0.6241551552500043,0.63976270031217,0.690080634185246,0.566592310765054,0.7175601986538562
50,0.0001,0.6124830529803321,0.6483367892794435,0.734338314760299,0.5247251345785449,0.6859325897914376
51,0.0001,0.6036559896809714,0.6709648701512734,0.723703214100429,0.5254467224814581,0.6845641942885871
52,0.0001,0.5988925723802476,0.6718709186542602,0.707610377243587,0.5243311879542384,0.6852341330810147
53,0.0001,0.5958446051393237,0.6659669450266728,0.7084580631483168,0.5247158734190177,0.6857614965211135
54,0.0001,0.5967837146350315,0.6561195437158578,0.7504768201283046,0.4706751802313559,0.6389415100376798
55,0.0001,0.5884715971492586,0.6706995482784909,0.6554598978587559,0.5897136194601404,0.7362223303368367
56,0.0001,0.584583159003939,0.6595151528825852,0.6822086146899632,0.5556404567898822,0.7102020432178102
57,0.0001,0.5683482175781613,0.6926484964982507,0.7222698245729718,0.4985197654306021,0.6626625815795089
58,0.0001,0.5729394015811738,0.679816011426298,0.6473579378355117,0.5732690872573523,0.72563989505214
59,0.0001,0.5719010191304343,0.6794229798486439,0.6578891986892337,0.586113861395957,0.7368737046232127
60,0.0001,0.568279606955392,0.6713219068000468,0.6792496357645307,0.5462799089179154,0.7036507888749028
61,0.0001,0.5618529944192796,0.6875338712418986,0.6679058557464963,0.5470105390507374,0.7059691561744607
62,0.0001,0.5695454251198542,0.6653241387924228,0.6810603170167833,0.5341638760639124,0.6916774364895594
63,0.0001,0.5609310070673624,0.6826627863420148,0.6923480516388303,0.5246137895951426,0.6850563819378293
64,0.0001,0.5563414338089171,0.6709599327435221,0.740398245198386,0.4591736404847996,0.6277637881474752
65,0.0001,0.5610512693723043,0.6639811581187367,0.704743850798834,0.49555994754643456,0.6555345488089552
66,0.0001,0.5561426665101733,0.666500141606999,0.6246416284924462,0.5691307899820683,0.7202744124379502
67,0.0001,0.5378166664214361,0.7011755637668168,0.6470604340235392,0.5386275168138215,0.6956796429159696
68,0.0001,0.5345873037974039,0.6912542217765972,0.6645849943161011,0.5315058297275647,0.6909850300787067
69,0.0001,0.5162028556778318,0.7142212773822098,0.654316782951355,0.5510795176928637,0.70675767724077
70,0.0001,0.5381499415352231,0.6787128032871098,0.6476501879237947,0.5354117567221243,0.6920614767292129
71,0.0001,0.5294643072854905,0.687691690552995,0.6348927787372044,0.5654511263582157,0.7162255314098396
72,0.0001,0.510746303058806,0.7181855721416646,0.6839051416942051,0.5062500291497237,0.6673932744682316
73,0.0001,0.5142080116839636,0.6951230578267723,0.6006853949455988,0.6013444291747716,0.747716664394257
74,0.0001,0.5136952329249609,0.6949824914606593,0.7062795389266241,0.5075824977324563,0.6690400865043052
75,0.0001,0.5214003778639293,0.6844638151236457,0.6057148235184806,0.5629861894766796,0.7157968179592734
76,0.0001,0.5036075966698783,0.7039627905556541,0.6032587204660688,0.5737256951009352,0.7238662342534258
77,0.0001,0.5157211635793958,0.6809208338567704,0.6419239072572618,0.5476614622538336,0.7028874265759752
78,0.0001,0.4953185518582662,0.715809607835291,0.6561722131002516,0.5280592908162969,0.6866272825805184
79,0.0001,0.49198823883419945,0.7201369717222322,0.6280599974450611,0.5501524333270177,0.7061420428901564
80,0.0001,0.4984713707651411,0.6964611501719388,0.587272808665321,0.5928171826476651,0.7402894828141167
81,0.0001,0.4949745663574764,0.7033503102371487,0.6164108883766901,0.5605727621201488,0.7159464215761198
82,0.0001,0.49207283059755963,0.7042510203366762,0.58934162628083,0.5882424081189592,0.7368286027878493
83,0.0001,0.4829761272385007,0.7055904796331314,0.622090254511152,0.539109394621669,0.6976670012826454
84,0.0001,0.4761315825439635,0.7082596784823506,0.5737955399921962,0.5747771627395812,0.7255711308206546
85,0.0001,0.48307896511895315,0.7009124166397642,0.6274568864277431,0.5441078667123568,0.7008890426390131
86,0.0001,0.472919945205961,0.7103018149647771,0.6062434968494234,0.55164250077696,0.7070704613945841
87,0.0001,0.4777267348198664,0.6967660638448521,0.5836555276598249,0.5856749274024888,0.7346077510636004
88,0.0001,0.4635923377105168,0.7205776805084435,0.5945797534216017,0.5588280525542819,0.7122181615065509
89,0.0001,0.46264941351754324,0.7108995477968909,0.5889320969581604,0.5825610420718668,0.7348962418541669
90,0.0001,0.4567304083279201,0.717107287294815,0.5978927271706718,0.5584968012799582,0.7113547750986581
91,0.0001,0.4473999866417476,0.7286516194540195,0.572579352628617,0.5847893381677568,0.734005062727072
92,0.0001,0.43962032880101887,0.7361576706966301,0.5771911570004055,0.559647461846413,0.7131080904724605
93,0.0001,0.4293734544799441,0.7519132035117482,0.5524915598687672,0.5961599940086562,0.7420499932409328
94,0.0001,0.43153365169252667,0.7404428304593542,0.5988266638347081,0.546938698266536,0.7044554136770408
95,0.0001,0.41342292371250333,0.7650879200303865,0.5314575376964751,0.6323128999554257,0.7729600644858853
96,0.0001,0.4372760767028445,0.7222881212864188,0.5626359950928461,0.5923342979893443,0.7383103605052951
97,0.0001,0.4182439630939847,0.7583614435349667,0.5430949188414074,0.5850802298846065,0.7354746035692932
98,0.0001,0.42606628792626516,0.7392001281205274,0.5378099027134123,0.6035478709674263,0.7491016946304736
99,0.0001,0.4173328564280555,0.7410974478900103,0.5751498965989976,0.5568042223245365,0.7137098112672311
100,0.0001,0.4162059298583439,0.7494362275151831,0.5381674440134139,0.5794580732983763,0.7296874986049611
101,0.0001,0.4185234762373425,0.7419267991056022,0.5701623388699123,0.5766547165722491,0.7252055408209955
102,0.0001,0.408862251610983,0.7495875499067033,0.5540012234733218,0.5882442467868925,0.736625797579648
103,0.0001,0.40349280550366357,0.755858234379288,0.5699207215082078,0.5659504113869658,0.7183965433270144
104,0.0001,0.4065333420322055,0.7398507271275901,0.5393517329579308,0.5933524082063993,0.7411731261205994
105,0.0001,0.3997372019858587,0.7543422010099935,0.5209724136761257,0.6033196592616442,0.7485776534254163
106,0.0001,0.4012350979305449,0.7381917372306093,0.5460263660975865,0.5685746103143099,0.7226746718405923
107,0.0001,0.41601566189811345,0.724194380275579,0.6657624670437404,0.4734815458143607,0.6410836982622078
108,0.0001,0.3962797863142831,0.7406402708506963,0.5901695617607662,0.5434151909030621,0.69823413449971
109,0.0001,0.38593063184193205,0.7655039410950745,0.5850442278952825,0.5449717241000382,0.7033479128137544
110,0.0001,0.3837044196469443,0.7611141669129301,0.49416589736938477,0.6150206863717379,0.7602910578957298
111,0.0001,0.40070473438217524,0.7389616496862028,0.5533175383295331,0.5636580265499151,0.7159995273922531
112,0.0001,0.40120573128972736,0.7240104304966503,0.5541942658878508,0.5388838150891659,0.6935657376095805
113,0.0001,0.3977343312331608,0.7281040424080375,0.5239594578742981,0.5910800487432485,0.7379250348741813
114,0.0001,0.37481404344240826,0.7671560590232731,0.5786723650637127,0.5328394113957761,0.6877499524101587
115,0.0001,0.36927533007803415,0.7651320518801668,0.542813553696587,0.581668724954455,0.732913338939305
116,0.0001,0.3802795225665683,0.7478120598354755,0.5276988645394644,0.586947775013715,0.7355584572220606
117,0.0001,0.3795263994307745,0.7537185226327641,0.5265316239425114,0.5762158405948122,0.725705252350748
118,0.0001,0.3695209480467297,0.7607824289542803,0.5558171712216877,0.5610354447678161,0.7106847667360998
119,0.0001,0.39074315485500155,0.729023292440005,0.5522357055119106,0.555096165072394,0.7090417328350499
120,0.0001,0.3657732960723695,0.7645004537320167,0.5397166382698786,0.5732399834626568,0.7238506075317299
121,0.0001,0.35786227669034687,0.7616131725714572,0.6031227026666913,0.5222335083058004,0.6747125978403837
122,0.0001,0.3641685531252906,0.7542103465963185,0.48434724126543316,0.6246018725273537,0.7654681140256168
123,0.0001,0.34308230025427683,0.7808768382736728,0.5231535463106065,0.5827279297961566,0.7332232545608853
124,0.0001,0.3439570864041646,0.7757754780346262,0.597577520779201,0.5207494458939561,0.6815023895270361
125,0.0001,0.34056709635825383,0.7796666321447393,0.5045634891305651,0.5951682611277977,0.7428871355319151
126,0.0001,0.33186347782611847,0.7944799552837177,0.5351526793979463,0.570181774745406,0.7219841325358571
127,0.0001,0.32983312507470447,0.7915370405191088,0.4467641469978151,0.6525671122008125,0.7875043809339249
128,0.0001,0.3681345582008362,0.738101527163978,0.5322937440304529,0.5713691901712794,0.7209735093350459
129,0.0001,0.35507378975550336,0.7427792551919842,0.5339127878348032,0.5583775427673145,0.7131993543140576
130,0.0001,0.34276083253678824,0.7715288965257905,0.5670851100058782,0.54840856591476,0.7070568184038601
131,0.0001,0.33307186762491864,0.7718330074760854,0.4901133718944731,0.5969772259530572,0.7433559916795806
132,0.0001,0.32004467575323015,0.7930546984714562,0.5518056551615397,0.5497412535799403,0.7033799981262355
133,0.0001,0.3235397076322919,0.786554892830692,0.5079680936677116,0.5856784603976288,0.7352362941159996
134,0.0001,0.34115843900612425,0.7644997390190073,0.5819983539127168,0.5332345665845645,0.6899349746000082
135,0.0001,0.3374282235190982,0.7589696152913921,0.4537189020997002,0.6333509281624151,0.7727995241362547
136,0.0001,0.33866738492534276,0.7617352604683622,0.452293377547037,0.6341907872689733,0.7726429273398038
137,0.0001,0.3247779309749603,0.7727052531965628,0.513550497236706,0.5781111520658195,0.7255616938777166
138,0.0001,0.3085048496723175,0.792121547509967,0.46730823460079374,0.6108265684770353,0.7538353611889471
139,0.0001,0.31730103492736816,0.784070165779923,0.4607332746187846,0.6165854485676882,0.7596973341895359
140,0.0001,0.3185989743187314,0.7826172150417923,0.5025324069318318,0.5839721990379452,0.7351672502339548
141,0.0001,0.3138728752022698,0.7931451164082449,0.48845466403734117,0.6013187228394601,0.7482841956417821
142,0.0001,0.3069011263904117,0.7951692035492967,0.47931614943913053,0.6107224193964947,0.7530612157027795
143,0.0001,0.2883861951884769,0.8143458656029621,0.47327675280116854,0.6067381670118943,0.7512472946985002
144,0.0001,0.2989199012517929,0.791237883120713,0.49115643047151114,0.5952920505800696,0.741671433904232
145,0.0001,0.30502221910726457,0.7907900424342436,0.4672334208374932,0.6068438405607145,0.7507862388642957
146,0.0001,0.2943791505836305,0.7937481817046029,0.4741752261207217,0.611743910610302,0.7565636418535043
147,0.0001,0.2935325829755692,0.8019560269959631,0.48162328345435007,0.5951602168706778,0.7437948711161918
148,0.0001,0.2876515828427814,0.8039903698920938,0.5089569645268577,0.5632289129156003,0.716196740278386
149,0.0001,0.3045563264971688,0.7777893151177175,0.4577760554495312,0.6168898998462505,0.7604882984526791
150,0.0001,0.2976028330269314,0.7920515574141325,0.49338085594631376,0.5624420289343981,0.7185990306873036
151,0.0001,0.2969787021478017,0.7894524660697848,0.5247231480621156,0.5539395746150464,0.7104768091999786
152,0.0001,0.2975050998585565,0.7836994356908966,0.5226703612577348,0.5447689201061537,0.7034767368212999
153,0.0001,0.2967584885302044,0.7775005293076787,0.45965159790856497,0.618022442803294,0.7606300991601992
154,0.0001,0.3077758607410249,0.7666334727087589,0.5616933675039382,0.5401483857250503,0.698338177837608
155,0.0001,0.3038451749654043,0.7772581896570452,0.4564629566101801,0.6095733534604305,0.7545597780630501
156,0.0001,0.28932924781526836,0.7923724040958318,0.4583966675258818,0.6063857112176034,0.7526997106410768
157,0.0001,0.2709656733842123,0.8112045543121646,0.4751856525739034,0.6105223594222481,0.7555739475503396
158,0.0001,0.2858832123733702,0.8046388098047672,0.44121465938431875,0.6318008648600137,0.7700261401665041
159,0.0001,0.28162404114291784,0.7930885316864976,0.5011215380259922,0.5568974633159905,0.7109702379470321
160,0.0001,0.2886695336727869,0.7891015979726884,0.5441167170093173,0.5211178844702415,0.6772443771047161
161,0.0001,0.28026275407700313,0.7930752159248559,0.4475073161579314,0.6251220985629052,0.7653655722175075
162,0.0001,0.2651625013067609,0.8088947646437532,0.4629039466381073,0.6109194288434224,0.755026061219907
163,0.0001,0.2834138948292959,0.7870719623788616,0.49374369496390935,0.5554528479785888,0.7104423253041111
164,0.0001,0.2649504662979217,0.8105324548745045,0.4839944058940524,0.5809471436962369,0.7305674272962129
165,0.0001,0.28306737613110317,0.7828810466144338,0.45157772870290847,0.6110786511009902,0.7536702542356869
166,0.0001,0.2707726167781012,0.801812971286122,0.46844330571946646,0.6051080252840741,0.7514106785603734
167,0.0001,0.2666963189840317,0.8003441475904157,0.4744313061237335,0.5886153159446519,0.7357292121932263
168,0.0001,0.2588793145758765,0.8145616488037432,0.44082942605018616,0.6303221568435734,0.7694813984548092
169,0.0001,0.24686285569554284,0.822293799344337,0.4491537951287769,0.613989288620926,0.7553702806367656
170,0.0001,0.2545041867664882,0.8068900253000694,0.4225843790031615,0.6417750984893454,0.7791241498312763
171,0.0001,0.24921251904396785,0.8197102389674178,0.44134504738308133,0.6117532105697765,0.7536622217165914
172,0.0001,0.247348319206919,0.8213730206186799,0.43338825305302936,0.6250585900194723,0.7650613612706458
173,0.0001,0.24544904842263177,0.8223697317268017,0.45522707842645194,0.6097392410991664,0.7524051301643224
174,0.0001,0.23744854118142808,0.8402795111812205,0.43097913407144095,0.6332901971225271,0.7724678036000687
175,0.0001,0.24005579309804098,0.827713977737482,0.487872702734811,0.5739665688566651,0.7226172519010914
176,0.0001,0.24479473346755617,0.8270918407593386,0.4229410361675989,0.6373827323015363,0.7772014421289668
177,0.0001,0.24266498926140012,0.8206241035179648,0.4337550699710846,0.6258573795340963,0.7676497906606857
178,0.0001,0.2296322768642789,0.8335687834830868,0.44710445120221093,0.6036529684080143,0.747903133483171
179,0.0001,0.25075954624584745,0.8145745208788856,0.43361207133247737,0.6219083891590577,0.7628184069508163
180,0.0001,0.236480414157822,0.8282563807539082,0.451267557484763,0.6232286826123729,0.7635821713883365
181,0.0001,0.23179190286568233,0.8331615064091624,0.4184246517363049,0.6264183240557296,0.7685109382114581
182,0.0001,0.23638079492818742,0.8250443189232503,0.4733731434458778,0.6024273036665294,0.7448307924310511
183,0.0001,0.23372154292606173,0.8282301050042988,0.4404665387812115,0.6271327226168799,0.7687763441482858
184,0.0001,0.23773139786152614,0.8208246208335312,0.48463103884742376,0.5707064974796867,0.7225783780835421
185,0.0001,0.23862860174406142,0.8204546911937972,0.45929216487067087,0.5960904743493052,0.7418135635825323
186,0.0001,0.24216044800622122,0.8122889082285438,0.4625524750777653,0.5922016247966616,0.7405472056456978
187,0.0001,0.22240369660513742,0.8398880868072526,0.4630755995001112,0.5810051762839409,0.731106398181419
188,0.0001,0.22730694924082076,0.8230790005528981,0.46577319715704235,0.5827004191243101,0.7319511282798934
189,0.0001,0.21768538370018914,0.846449292752275,0.44077391851515996,0.6143461470623054,0.7589883853302998
190,0.0001,0.22600559038775309,0.8318481095660434,0.43751428240821477,0.6069772252860899,0.7518266724836509
191,0.0001,0.21093676345688955,0.8493649971574674,0.44564843035879587,0.6051461605676947,0.7514002164446757
192,0.0001,0.21949392840975807,0.8307850086862452,0.42085695550555274,0.6302293850709204,0.7692472337973074
193,0.0001,0.2211546997229258,0.8346362810741558,0.4053815461340405,0.640226909646661,0.7775506340026472
194,0.0001,0.21225892858845846,0.8424226372578408,0.4155232608318329,0.6305810502808792,0.7719879473336642
195,0.0001,0.20943585605848403,0.8463784460667111,0.4224617765063331,0.6300789933009024,0.7706625883088071
196,0.0001,0.2121655564932596,0.8428939826701787,0.42460219916843234,0.6308245706181864,0.7705818490235727
197,0.0001,0.20882439684300197,0.8482479949169095,0.44504596009140923,0.6005296453500215,0.746410514888712
198,0.0001,0.21935347077392398,0.8352996172760475,0.43989509982722147,0.604543149787735,0.7498909064262693
199,0.0001,0.2149742486931029,0.8352684540163661,0.4531705705892472,0.6004033423040849,0.7459452261433618
200,0.0001,0.2091814535004752,0.8393586062924043,0.4298794177316484,0.6259237986051459,0.7658817125487216
